accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,,price
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Shampoo}",19,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.56662764,114.1652291,6,12,House,10,10,10,100,10,Private room,,$70.00
1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,t,1,f,22.56114484,114.1603208,15,6,House,10,10,10,97,10,Private room,,$40.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",30,2,Real Bed,3,2,1,flexible,1,t,f,1,f,22.53862897,114.1207354,14,0,House,,,,,,Entire home/apt,,$650.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}",22,1,Real Bed,1,1,1,strict,2,t,t,1,f,22.56350598,114.1758168,1125,125,Apartment,10,10,9,97,10,Entire home/apt,,$85.00
6,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",0,1,Real Bed,1,3,3,moderate,2,t,t,3,f,22.56067099,114.1731424,150,68,House,10,10,9,96,10,Entire home/apt,,$65.00
4,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",4,1,Real Bed,1,2,1,strict,2,t,f,1,f,22.56034707,114.1740387,28,4,Apartment,10,10,10,100,10,Entire home/apt,,$85.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",28,2,Real Bed,3,2,1,flexible,1,t,f,1,f,22.55484464,114.1737531,1125,6,House,10,10,10,100,10,Entire home/apt,,$250.00
5,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",30,1,Real Bed,3,3,1,flexible,0,t,f,1,t,22.54531554,114.1618208,1125,0,House,,,,,,Entire home/apt,,$350.00
4,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",1,1,Real Bed,3,2,1,strict,1,t,f,1,f,22.56513355,114.1530356,5,2,House,9,10,8,80,9,Entire home/apt,,$200.00
5,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}",28,1,Real Bed,1,2,1,moderate,4,t,f,1,t,22.54498318,114.1583254,13,2,Apartment,10,10,10,100,10,Entire home/apt,,$65.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,3,3,1,strict,1,t,f,1,f,22.55039738,114.1672097,8,0,House,,,,,,Entire home/apt,,"$1,495.00"
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56675678,114.1299355,1125,0,House,,,,,,Private room,,$100.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",6,1,Futon,1,1,2,strict,2,t,f,2,f,22.54520853,114.1437952,1125,2,House,10,8,8,90,6,Private room,,$75.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,3,5,1,flexible,8,t,f,1,f,22.55807974,114.1729136,10,0,House,,,,,,Entire home/apt,,$650.00
5,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",2,2,Real Bed,2,3,1,moderate,1,t,f,1,f,22.54130501,114.1341597,1125,1,House,10,10,10,100,10,Entire home/apt,,$175.00
5,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,2,Real Bed,3,2,1,flexible,1,t,t,1,f,22.53425441,114.106693,1125,11,House,10,10,10,100,10,Entire home/apt,,$100.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",13,2,Real Bed,3,3,2,moderate,1,t,f,2,f,22.55587796,114.1572414,30,3,House,10,10,10,100,10,Entire home/apt,,$175.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",0,2,Real Bed,2,2,1,flexible,4,t,f,1,f,22.53087253,114.1150465,1125,0,House,,,,,,Entire home/apt,,$250.00
5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",0,2,Real Bed,3,2,1,flexible,1,t,f,1,f,22.54616853,114.1098861,1125,1,House,10,10,10,100,10,Entire home/apt,,$195.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,Washer,Dryer}",0,1.5,Real Bed,1,1,1,flexible,1,t,f,1,f,22.55993769,114.1716799,1125,0,Apartment,,,,,,Entire home/apt,,$400.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",25,2,Real Bed,3,4,6,strict,1,t,f,7,f,22.5404514,114.1485335,30,6,House,10,10,9,93,10,Entire home/apt,,$180.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",30,1,Real Bed,1,1,1,flexible,1,t,f,2,f,22.54535986,114.1601028,99,2,Apartment,10,10,8,90,9,Private room,,$30.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.54459814,114.1739989,1125,0,Apartment,,,,,,Entire home/apt,,$200.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,2,Real Bed,2,3,2,moderate,4,t,f,2,f,22.55124522,114.1366114,1125,0,House,,,,,,Entire home/apt,,$150.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",7,2,Real Bed,2,3,1,flexible,1,t,f,1,f,22.53607352,114.1638361,1125,0,House,,,,,,Entire home/apt,,$350.00
4,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Essentials}",29,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.54640276,114.1674162,1125,0,House,,,,,,Entire home/apt,,$300.00
2,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",1,1,Real Bed,0,1,1,moderate,2,t,t,1,f,22.5606649,114.1612013,11,15,House,10,10,9,100,10,Entire home/apt,,$95.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher""}",28,1,Real Bed,1,1,1,flexible,2,t,f,1,t,22.55746718,114.1516321,30,15,Bed & Breakfast,10,10,10,94,9,Entire home/apt,,$100.00
4,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",30,1,Real Bed,2,2,2,flexible,1,t,f,2,f,22.56111563,114.162406,7,0,House,,,,,,Entire home/apt,,$300.00
4,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",""Suitable for Events"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",30,1,Real Bed,2,2,4,strict,0,t,t,4,t,22.56844768,114.1566621,1125,20,Camper/RV,10,10,9,96,10,Entire home/apt,,$69.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,Washer,Dryer,Essentials,Shampoo}",22,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.56479938,114.1586122,1125,2,Bungalow,10,10,10,100,9,Entire home/apt,,$95.00
4,"{TV,""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",21,1,Real Bed,1,2,1,flexible,1,t,f,1,t,22.56236789,114.1520314,1125,8,Apartment,10,10,10,98,10,Entire home/apt,,$99.00
6,"{""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",0,1,Real Bed,2,2,1,strict,1,t,f,1,t,22.56208225,114.1682749,1125,0,House,,,,,,Entire home/apt,,$400.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",21,1,Real Bed,3,4,17,strict,1,t,f,19,f,22.5600711,114.1530533,1125,4,House,10,8,10,80,8,Entire home/apt,,$200.00
10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials}",30,2,Real Bed,3,5,1,flexible,1,t,f,1,f,22.52876727,114.1163928,1125,0,House,,,,,,Entire home/apt,,"$1,100.00"
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",29,2,Real Bed,3,3,1,strict,1,t,f,1,f,22.52550598,114.1569268,1125,0,House,,,,,,Entire home/apt,,$360.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,1.5,Real Bed,1,1,1,flexible,1,t,f,1,f,22.53461588,114.1611225,1125,0,House,,,,,,Entire home/apt,,$400.00
6,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer}",0,2,Real Bed,2,3,7,strict,1,t,f,339,f,22.53833034,114.1554797,180,3,House,10,10,8,80,9,Entire home/apt,,$157.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.55207782,114.1684435,7,1,House,10,10,10,97,10,Entire home/apt,,$260.00
3,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer}",30,1,Real Bed,1,2,1,moderate,1,t,f,1,f,22.52536028,114.1557649,7,1,Camper/RV,6,2,8,54,4,Entire home/apt,,$75.00
7,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,3,2,1,strict,1,t,f,1,f,22.54057423,114.1079587,1125,0,House,,,,,,Entire home/apt,,$350.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",27,2,Real Bed,2,2,2,strict,6,t,f,2,f,22.54565592,114.1092077,1125,3,House,9,9,9,87,9,Entire home/apt,,$150.00
4,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",23,1,Real Bed,2,2,1,strict,4,t,f,1,f,22.56549508,114.1645545,1125,5,House,10,10,9,96,10,Entire home/apt,,$170.00
5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",0,1,Real Bed,3,3,1,moderate,5,t,f,1,t,22.55868208,114.1556171,10,0,House,,,,,,Entire home/apt,,$325.00
6,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,2,3,2,moderate,4,t,f,2,f,22.54827427,114.1555449,1125,0,Apartment,,,,,,Entire home/apt,,$100.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}",20,1,Real Bed,3,5,2,strict,6,t,f,2,f,22.56024793,114.1651648,29,32,House,10,10,9,96,9,Entire home/apt,,$131.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",24,2,Real Bed,3,3,2,flexible,6,t,f,2,f,22.5271118,114.1595465,5,2,House,10,10,10,100,10,Entire home/apt,,$290.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",30,2,Real Bed,3,3,1,strict,5,t,f,1,f,22.5531058,114.1591767,1125,9,House,10,10,10,96,10,Entire home/apt,,$450.00
6,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",27,1.5,Real Bed,2,2,2,flexible,1,t,f,2,t,22.55058897,114.1616562,1125,0,House,,,,,,Entire home/apt,,$190.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",25,1,Real Bed,1,2,1,strict,1,t,f,1,f,22.56540248,114.1556253,1125,1,House,8,10,10,100,10,Entire home/apt,,$130.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",30,2.5,Real Bed,2,2,1,strict,1,t,f,1,f,22.55942837,114.1511624,1125,0,House,,,,,,Entire home/apt,,$295.00
4,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,,Real Bed,2,3,1,moderate,1,t,f,1,f,22.56740086,114.1575921,5,0,House,,,,,,Entire home/apt,,$300.00
3,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,2,2,4,strict,0,t,t,4,f,22.56839617,114.1553109,1125,0,House,,,,,,Entire home/apt,,$159.00
6,"{""Cable TV"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,3,3,2,moderate,1,t,f,2,f,22.54031771,114.1415091,30,7,House,10,10,7,86,8,Entire home/apt,,$80.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",17,2.5,Real Bed,2,3,1,moderate,1,t,f,1,f,22.55202869,114.1404591,14,13,House,10,10,10,100,10,Entire home/apt,,$399.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,1,1,2,flexible,0,t,f,2,f,22.53728711,114.1512935,1125,2,House,10,10,8,80,7,Private room,,$69.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,Iron}",30,1,Airbed,1,1,1,flexible,1,t,f,1,f,22.55195871,114.126723,7,0,Apartment,,,,,,Private room,,$75.00
6,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,2,3,1,moderate,1,t,f,1,f,22.53895754,114.1354514,4,0,House,,,,,,Entire home/apt,,$300.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",12,2,Real Bed,1,2,1,strict,1,t,f,1,f,22.54561925,114.1518663,1125,0,House,,,,,,Private room,,$89.00
10,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",0,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.54372952,114.1535191,1125,0,House,,,,,,Entire home/apt,,$500.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,2.5,Real Bed,4,4,1,strict,1,t,f,1,t,22.56763453,114.1469718,1125,2,House,10,10,9,100,10,Entire home/apt,,$300.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",17,1.5,Real Bed,2,3,2,flexible,4,t,f,2,t,22.57129702,114.1500901,30,44,House,10,10,9,89,9,Entire home/apt,,$89.00
7,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer}",0,2,Real Bed,3,3,1,moderate,4,t,f,1,f,22.5573519,114.1457698,7,0,House,,,,,,Entire home/apt,,$250.00
7,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",30,2,Real Bed,1,7,5,flexible,1,t,t,5,f,22.56691684,114.1651879,10,6,House,9,9,9,93,9,Shared room,,$25.00
10,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",0,2,Real Bed,4,5,1,flexible,0,t,f,1,f,22.56313332,114.1423758,1125,0,House,,,,,,Entire home/apt,,$550.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,2,2,2,flexible,1,t,f,2,f,22.56991549,114.1496268,6,0,House,,,,,,Entire home/apt,,$100.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",0,2,Real Bed,3,2,1,moderate,1,t,f,1,f,22.56213889,114.1473916,1125,0,House,,,,,,Entire home/apt,,$185.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",0,3,Real Bed,3,4,2,moderate,1,t,f,2,f,22.56539175,114.1375613,1125,0,House,,,,,,Entire home/apt,,$300.00
2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast}",30,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.56993353,114.1422561,1125,0,Apartment,,,,,,Entire home/apt,,$150.00
4,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.5,Real Bed,1,2,1,flexible,0,t,f,1,f,22.52667735,114.1315963,15,1,House,10,10,8,80,10,Private room,,$100.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",29,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.55293725,114.1277368,30,6,House,9,9,8,96,9,Private room,,$49.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.55023165,114.1312062,1125,3,House,10,10,10,100,10,Private room,,$95.00
